"Local Authority","School Type","Year Group","Year","Walk","Cycle","Scooter / Skate","Park & Stride","Driven","Bus","Taxi","Other"
"Inverclyde","Primary","P5-P7",2008,1220.427,42.822,0,NA,799.344,285.48,28.548,NA
"Inverclyde","Primary","P5-P7",2009,1077.51,39.582,0,299.064,527.76,228.696,26.388,0
"Inverclyde","Primary","P5-P7",2010,1100.385,55.575,6.669,371.241,449.046,206.739,26.676,8.892
"Inverclyde","Primary","P5-P7",2011,1099,88,NA,405,405,207,30,NA
"Inverclyde","Primary","P5-P7",2012,753,21,0,293,276,183,29,0
"Inverclyde","Primary","P5-P7",2013,833,28,NA,310,357,343,32,NA
"Inverclyde","Primary","P5-P7",2014,819,40,17,274,478,271,39,17
"Inverclyde","Secondary ","S1-S3",2008,465.93,0,0,27.054,218.436,269.538,12.024,9.018
"Inverclyde","Secondary ","S1-S3",2009,568.56,0,0,92.7,254.616,291.696,13.596,13.596
"Inverclyde","Secondary ","S1-S3",2010,495.18,NA,NA,100.8,284.76,346.5,15.12,16.38
"Inverclyde","Secondary ","S1-S3",2011,188,0,0,29,66,191,10,9
"Inverclyde","Secondary ","S1-S3",2012,431,NA,NA,123,221,568,15,36
"Inverclyde","Secondary ","S1-S3",2013,476,NA,NA,131,180,467,20,33
"Inverclyde","Secondary ","S1-S3",2014,299,NA,NA,124,136,411,21,25
"Inverclyde","Secondary ","S4-S6",2008,392.343,0,NA,NA,243.236,164.101,18.326,14.994
"Inverclyde","Secondary ","S4-S6",2009,438.144,0,0,30.318,236.676,241.566,10.758,19.56
"Inverclyde","Secondary ","S4-S6",2010,348.024,0,0,40.944,232.869,214.103,5.118,11.942
"Inverclyde","Secondary ","S4-S6",2011,156,0,0,25,70,182,6,13
"Inverclyde","Secondary ","S4-S6",2012,330,NA,NA,61,201,433,8,20
"Inverclyde","Secondary ","S4-S6",2013,341,NA,11,82,245,389,NA,18
"Inverclyde","Secondary ","S4-S6",2014,293,NA,NA,73,191,311,9,22
"Inverclyde","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","P1-P4",2014,0,0,0,0,0,37,0,0
"Inverclyde","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","P5-P7",2014,0,0,0,0,0,31,0,0
"Inverclyde","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","S1-S3",2014,0,0,0,0,0,32,NA,NA
"Inverclyde","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","SEN","S4-S6",2014,NA,0,0,0,0,40,0,NA
"Inverclyde","Independent","P1-P4",2008,37.909,NA,0,0,165.029,21.111,0,NA
"Inverclyde","Independent","P1-P4",2009,37.895,NA,0,34.98,165.89,23.055,0,NA
"Inverclyde","Independent","P1-P4",2010,37.022,NA,0,6.92,110.028,15.916,0,NA
"Inverclyde","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","P1-P4",2013,32,NA,NA,10,117,12,0,0
"Inverclyde","Independent","P1-P4",2014,25,NA,0,5,119,11,0,NA
"Inverclyde","Independent","P5-P7",2008,54.931,0,0,0,81.011,27.058,0,0
"Inverclyde","Independent","P5-P7",2009,54.931,0,0,0,81.011,27.058,0,0
"Inverclyde","Independent","P5-P7",2010,43.018,0,0,15.072,75.046,24.021,0,0
"Inverclyde","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","P5-P7",2013,38,NA,0,20,60,31,0,NA
"Inverclyde","Independent","P5-P7",2014,41,NA,0,14,79,20,0,NA
"Inverclyde","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","S1-S3",2013,64,0,0,10,74,36,NA,NA
"Inverclyde","Independent","S1-S3",2014,69,NA,0,5,84,43,0,NA
"Inverclyde","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Inverclyde","Independent","S4-S6",2013,52,0,0,NA,69,29,0,NA
"Inverclyde","Independent","S4-S6",2014,75,0,0,7,74,37,0,7
"Midlothian","Primary","P1-P4",2008,1575.064,138.65,72.098,246.797,601.741,97.055,NA,NA
"Midlothian","Primary","P1-P4",2009,1628.948,109.364,48.926,218.728,731.012,103.608,NA,NA
"Midlothian","Primary","P1-P4",2010,1341.756,129.532,92.872,263.952,513.24,80.652,21.996,0
"Midlothian","Primary","P1-P4",2011,1429,183,140,325,618,79,31,5
"Midlothian","Primary","P1-P4",2012,1212,164,218,368,559,120,NA,NA
"Midlothian","Primary","P1-P4",2013,1460,243,289,248,590,102,NA,NA
"Midlothian","Primary","P1-P4",2014,1547,275,372,331,738,125,NA,NA
"Midlothian","Primary","P5-P7",2008,1267.712,122.88,NA,212.992,290.816,102.4,26.624,NA
"Midlothian","Primary","P5-P7",2009,1412.455,77.885,NA,172.61,319.96,98.935,14.735,NA
"Midlothian","Primary","P5-P7",2010,1123.728,106.206,39.399,164.448,207.273,58.242,NA,NA
"Midlothian","Primary","P5-P7",2011,1153,122,70,211,218,73,NA,NA
"Midlothian","Primary","P5-P7",2012,919,101,124,203,243,100,35,0
"Midlothian","Primary","P5-P7",2013,1072,108,212,196,245,87,16,0
"Midlothian","Primary","P5-P7",2014,1120,146,244,254,326,109,19,0
"Midlothian","Secondary ","S1-S3",2008,1248.768,39.024,NA,48.78,229.266,851.211,17.073,NA
"Midlothian","Secondary ","S1-S3",2009,1010.325,12.762,NA,55.302,170.16,846.546,25.524,NA
"Midlothian","Secondary ","S1-S3",2010,886.208,17.568,NA,60.512,193.248,769.088,21.472,NA
"Midlothian","Secondary ","S1-S3",2011,972,10,NA,76,154,496,12,NA
"Midlothian","Secondary ","S1-S3",2012,878,21,NA,43,131,788,24,NA
"Midlothian","Secondary ","S1-S3",2013,803,8,NA,46,130,749,14,NA
"Midlothian","Secondary ","S1-S3",2014,1107,12,NA,55,161,852,17,NA
"Midlothian","Secondary ","S4-S6",2008,896.253,6.676,NA,38.387,190.266,525.735,8.345,NA
"Midlothian","Secondary ","S4-S6",2009,665.72,NA,10.591,51.442,154.326,603.687,15.13,NA
"Midlothian","Secondary ","S4-S6",2010,533.4,8.4,7,40.6,176.4,617.4,11.2,5.6
"Midlothian","Secondary ","S4-S6",2011,695,7,0,33,138,329,14,9
"Midlothian","Secondary ","S4-S6",2012,597,13,NA,29,98,687,15,NA
"Midlothian","Secondary ","S4-S6",2013,629,8,NA,22,125,622,13,NA
"Midlothian","Secondary ","S4-S6",2014,832,NA,NA,41,169,715,11,9
"Midlothian","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Primary","P1-P4",2008,1317.474,135.338,30.382,229.246,696.024,265.152,69.05,19.334
"Moray","Primary","P1-P4",2009,1218.654,154.26,NA,200.538,699.312,203.109,59.133,NA
"Moray","Primary","P1-P4",2010,1243.06,144.796,NA,256.808,756.764,232.22,73.764,NA
"Moray","Primary","P1-P4",2011,1150,136,14,248,641,246,66,14
"Moray","Primary","P1-P4",2012,788,98,40,169,557,252,38,5
"Moray","Primary","P1-P4",2013,1008,116,63,182,695,227,NA,NA
"Moray","Primary","P1-P4",2014,1152,147,83,245,887,142,NA,NA
"Moray","Primary","P5-P7",2008,1125.696,228.124,NA,172.692,338.988,202.54,46.904,NA
"Moray","Primary","P5-P7",2009,1064.871,180.453,NA,130.878,360.906,196.317,39.66,NA
"Moray","Primary","P5-P7",2010,1005.455,179.19,NA,179.19,342.452,230.956,43.802,NA
"Moray","Primary","P5-P7",2011,914,197,NA,168,274,188,47,NA
"Moray","Primary","P5-P7",2012,541,139,27,112,232,176,38,0
"Moray","Primary","P5-P7",2013,744,136,82,100,292,158,28,0
"Moray","Primary","P5-P7",2014,800,133,43,148,362,72,20,0
"Moray","Secondary ","S1-S3",2008,337.824,39.168,8.16,17.136,123.216,279.072,12.24,0
"Moray","Secondary ","S1-S3",2009,420.918,67.27,NA,78.802,142.228,229.679,15.376,NA
"Moray","Secondary ","S1-S3",2010,679.497,83.447,NA,44.278,134.537,725.478,25.545,NA
"Moray","Secondary ","S1-S3",2011,85,13,NA,8,30,346,NA,0
"Moray","Secondary ","S1-S3",2012,396,45,NA,28,79,515,16,NA
"Moray","Secondary ","S1-S3",2013,618,55,8,58,150,353,22,0
"Moray","Secondary ","S1-S3",2014,673,55,NA,70,175,403,15,NA
"Moray","Secondary ","S4-S6",2008,121.824,12.96,NA,38.016,102.816,108,NA,40.176
"Moray","Secondary ","S4-S6",2009,358.9,62.9,NA,31.82,91.76,179.08,6.66,NA
"Moray","Secondary ","S4-S6",2010,464.538,24.508,NA,25.622,130.338,454.512,8.912,NA
"Moray","Secondary ","S4-S6",2011,91,6,NA,NA,27,267,6,24
"Moray","Secondary ","S4-S6",2012,261,26,NA,20,73,380,12,NA
"Moray","Secondary ","S4-S6",2013,512,19,NA,34,165,263,16,NA
"Moray","Secondary ","S4-S6",2014,599,26,NA,26,194,352,14,NA
"Moray","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Moray","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Primary","P1-P4",2008,1955.59,139.685,51.883,299.325,1173.354,307.307,55.874,7.982
"North Ayrshire","Primary","P1-P4",2009,1897.557,119.319,NA,296.373,1166.247,223.242,80.829,NA
"North Ayrshire","Primary","P1-P4",2010,1729.75,101.75,16.28,354.09,1636.14,130.24,77.33,24.42
"North Ayrshire","Primary","P1-P4",2011,2050,92,NA,416,1532,151,83,NA
"North Ayrshire","Primary","P1-P4",2012,1945,192,67,373,1295,150,91,13
"North Ayrshire","Primary","P1-P4",2013,1846,300,290,316,1282,128,95,6
"North Ayrshire","Primary","P1-P4",2014,1988,213,220,365,1239,111,81,7
"North Ayrshire","Primary","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Primary","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Primary","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Primary","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Primary","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Primary","P5-P7",2013,1398,201,183,203,524,112,60,11
"North Ayrshire","Primary","P5-P7",2014,1617,145,124,263,567,78,43,3
"North Ayrshire","Secondary ","S1-S3",2008,873.072,13.536,NA,52.452,172.584,556.668,15.228,NA
"North Ayrshire","Secondary ","S1-S3",2009,628.505,24.245,NA,46.625,400.975,746,14.92,NA
"North Ayrshire","Secondary ","S1-S3",2010,747.648,18.88,7.552,15.104,441.792,647.584,9.44,0
"North Ayrshire","Secondary ","S1-S3",2011,901,18,NA,29,459,966,19,NA
"North Ayrshire","Secondary ","S1-S3",2012,1451,NA,NA,54,415,1123,41,72
"North Ayrshire","Secondary ","S1-S3",2013,219,0,0,NA,14,5,NA,NA
"North Ayrshire","Secondary ","S1-S3",2014,1141,15,0,75,298,844,9,85
"North Ayrshire","Secondary ","S4-S6",2008,608.828,0,5.555,16.665,96.657,372.185,5.555,5.555
"North Ayrshire","Secondary ","S4-S6",2009,418.106,6.185,13.607,18.555,267.192,505.933,NA,NA
"North Ayrshire","Secondary ","S4-S6",2010,526.262,7.554,0,15.108,307.196,401.621,NA,NA
"North Ayrshire","Secondary ","S4-S6",2011,706,12,5,17,393,555,11,6
"North Ayrshire","Secondary ","S4-S6",2012,930,10,8,24,282,722,33,65
"North Ayrshire","Secondary ","S4-S6",2013,95,0,0,NA,17,12,0,NA
"North Ayrshire","Secondary ","S4-S6",2014,775,16,5,33,289,639,35,38
"North Ayrshire","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"North Ayrshire","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
